Model,Run,FID,IS
dcgan,45,118.69195556640625,2.0102031230926514
dcgan,46,285.4209899902344,1.4671400785446167
dcgan,47,371.1324462890625,1.217724084854126
dcgan,48,225.49481201171875,1.841011643409729
dcgan,49,149.2640838623047,1.8250846862792969
dcgan,50,191.93179321289062,1.6555843353271484
dcgan,51,129.37815856933594,1.9063034057617188
dcgan,52,442.5128479003906,1.1507078409194946
dcgan,53,194.23123168945312,1.670440912246704
dcgan,54,105.90396118164062,2.1169440746307373
dcgan,55,403.6231689453125,1.1747671365737915
dcgan,56,177.55711364746094,1.6460777521133423
dcgan,57,142.08935546875,1.8275913000106812
dcgan,58,127.57931518554688,1.9771528244018555
dcgan,59,113.99085235595703,2.0577824115753174
dcgan,60,231.1445770263672,1.6720587015151978
dcgan,61,347.3453063964844,1.3158611059188843
dcgan,62,249.9532470703125,1.6455589532852173
dcgan,63,98.3979263305664,2.0990312099456787
dcgan,64,124.1712417602539,1.937112808227539
dcgan,65,367.40411376953125,1.3129886388778687
dcgan,66,364.0635681152344,1.3861491680145264
dcgan,67,114.61331939697266,2.0448644161224365
dcgan,68,110.45687103271484,2.038686513900757
dcgan,69,166.6165771484375,1.67757248878479
dcgan,70,174.3130340576172,1.5640614032745361
dcgan,71,447.7137756347656,1.0715017318725586
dcgan,72,148.1302032470703,1.8913682699203491
dcgan,73,342.0452880859375,1.4227193593978882
dcgan,74,141.29209899902344,1.9241398572921753
dcgan,75,130.1082763671875,1.8919559717178345
dcgan,76,111.89679718017578,1.9837236404418945
dcgan,77,129.3190155029297,2.057140350341797
dcgan,78,288.8121337890625,1.3880703449249268
dcgan,79,112.61117553710938,2.0713794231414795
dcgan,80,269.4376525878906,1.4357633590698242
dcgan,81,125.23330688476562,1.9538577795028687
dcgan,82,121.65690612792969,1.9768714904785156
dcgan,83,153.95513916015625,1.7713969945907593
dcgan,84,273.9986572265625,1.4537895917892456
dcgan,85,328.4380798339844,1.3055397272109985
dcgan,86,174.21405029296875,1.6968978643417358
dcgan,87,202.68435668945312,1.588323950767517
dcgan,88,326.5133361816406,1.3772305250167847
dcgan,89,358.8746643066406,1.3494075536727905
dcgan,90,416.4408264160156,1.2544318437576294
dcgan,91,117.45416259765625,2.088104486465454
dcgan,92,134.1561737060547,1.7799739837646484
dcgan,93,193.50546264648438,1.7495940923690796
dcgan,94,143.346435546875,1.6963367462158203
dcgan,95,113.81255340576172,2.098728656768799
dcgan,96,121.38799285888672,1.9047960042953491
dcgan,97,103.28343200683594,2.0139615535736084
dcgan,98,149.4623565673828,1.7385491132736206
dcgan,99,130.9305419921875,1.8621876239776611
cgan,0,112.14134979248047,2.0277047157287598
cgan,1,84.19700622558594,2.215214252471924
cgan,2,68.98680877685547,2.207113742828369
cgan,3,68.16357421875,2.1708602905273438
cgan,4,96.47545623779297,2.2009506225585938
cgan,5,73.82471466064453,2.1270787715911865
cgan,6,123.9847183227539,2.189204216003418
cgan,7,94.63395690917969,2.2122862339019775
cgan,8,75.85762786865234,2.166640043258667
cgan,9,105.2536849975586,2.2170097827911377
cgan,10,73.35104370117188,2.274944305419922
cgan,11,129.94613647460938,2.1266777515411377
cgan,12,109.34944152832031,2.181166172027588
cgan,13,105.3846435546875,2.250455856323242
cgan,14,89.92875671386719,2.2303764820098877
cgan,15,108.42813873291016,2.4000213146209717
cgan,16,123.08760833740234,2.460942029953003
cgan,17,82.08409881591797,2.2504594326019287
cgan,18,85.11734008789062,2.0733609199523926
cgan,19,88.77394104003906,2.1534945964813232
cgan,20,100.81270599365234,2.055183172225952
cgan,21,105.92680358886719,2.1313583850860596
cgan,22,85.6631851196289,2.214134931564331
cgan,23,74.82441711425781,2.176316976547241
cgan,24,76.97201538085938,2.2455379962921143
cgan,25,74.22962951660156,2.174974203109741
cgan,26,73.62248992919922,2.222050189971924
cgan,27,87.16204071044922,2.1935319900512695
cgan,28,93.70216369628906,2.316739320755005
cgan,29,86.65766906738281,2.07822847366333
cgan,30,76.7044906616211,2.1304359436035156
cgan,31,87.0612564086914,2.1807191371917725
cgan,32,80.26530456542969,2.2367465496063232
cgan,33,80.76696014404297,2.1092240810394287
cgan,34,89.69869995117188,2.267213821411133
cgan,35,82.4384536743164,2.2080111503601074
cgan,36,83.10888671875,2.1568620204925537
cgan,37,89.48995971679688,2.2930519580841064
cgan,38,91.50503540039062,2.069267988204956
cgan,39,73.65625,2.3125054836273193
cgan,40,95.09442138671875,2.228369951248169
cgan,41,83.79715728759766,2.068007230758667
cgan,42,84.86981964111328,2.036750316619873
cgan,43,78.43248748779297,2.098926067352295
cgan,44,93.4150161743164,2.1060898303985596
cgan,45,78.08415222167969,2.0749542713165283
cgan,46,67.7825698852539,2.330024480819702
cgan,47,94.98297882080078,2.030606746673584
cgan,48,89.35903930664062,2.2570252418518066
cgan,49,81.95037078857422,2.2622554302215576
cgan,50,140.09432983398438,2.1383473873138428
cgan,51,97.49419403076172,2.258251190185547
cgan,52,94.85995483398438,2.044889211654663
cgan,53,87.48966979980469,2.179705858230591
cgan,54,81.11062622070312,2.107398271560669
cgan,55,101.97301483154297,2.0254709720611572
cgan,56,78.07601928710938,2.365271806716919
cgan,57,88.05835723876953,2.1253716945648193
cgan,58,82.8004379272461,2.1292054653167725
cgan,59,111.389892578125,2.172715187072754
cgan,60,77.81033325195312,2.1196110248565674
cgan,61,96.23992156982422,2.22037672996521
cgan,62,74.83279418945312,2.3557655811309814
cgan,63,84.93791961669922,2.078206777572632
cgan,64,73.47346496582031,2.2598800659179688
cgan,65,73.9989013671875,2.218489170074463
cgan,66,108.94322204589844,2.3206470012664795
cgan,67,73.05359649658203,2.2400736808776855
cgan,68,121.06990814208984,2.1139187812805176
cgan,69,70.44979858398438,2.244415044784546
cgan,70,67.05977630615234,2.2534985542297363
cgan,71,103.31343841552734,2.224278688430786
cgan,72,74.67804718017578,2.1553218364715576
cgan,73,82.87741088867188,2.204268217086792
cgan,74,103.31632232666016,2.1669750213623047
cgan,75,82.24724578857422,2.2432117462158203
cgan,76,89.54701232910156,2.318010091781616
cgan,77,70.75164794921875,2.1833345890045166
cgan,78,77.8404312133789,2.0994021892547607
cgan,79,80.71949768066406,2.2163310050964355
cgan,80,86.7782974243164,2.0954136848449707
cgan,81,83.64124298095703,2.126537799835205
cgan,82,87.5218276977539,2.3093197345733643
cgan,83,86.38961029052734,2.2485039234161377
cgan,84,93.75715637207031,2.089940309524536
cgan,85,92.76371765136719,1.9429960250854492
cgan,86,79.54510498046875,2.285485029220581
cgan,87,83.7708511352539,2.1446876525878906
cgan,88,119.8831787109375,2.081372022628784
cgan,89,86.59070587158203,2.3117806911468506
cgan,90,99.26673126220703,2.1440999507904053
cgan,91,96.82666778564453,1.9834002256393433
cgan,92,82.5765380859375,2.1638734340667725
cgan,93,74.90705871582031,2.20782208442688
cgan,94,101.5851058959961,2.173774242401123
cgan,95,71.64615631103516,2.146758794784546
cgan,96,96.91078186035156,2.2688844203948975
cgan,97,104.61418151855469,2.0607523918151855
cgan,98,88.2063217163086,2.2153878211975098
cgan,99,75.61003875732422,2.1985371112823486
wgan,0,274.2601623535156,1.418056845664978
wgan,1,231.0111846923828,1.3898098468780518
wgan,2,184.6044921875,1.5191185474395752
wgan,3,233.21963500976562,1.5298668146133423
wgan,4,234.01536560058594,1.4441118240356445
wgan,5,344.08563232421875,1.3388309478759766
wgan,6,340.2440185546875,1.3455544710159302
wgan,7,292.5338439941406,1.3760415315628052
wgan,8,238.9480743408203,1.5002796649932861
wgan,9,310.7650451660156,1.2780275344848633
wgan,10,322.0442199707031,1.4572200775146484
wgan,11,217.814453125,1.6438740491867065
wgan,12,263.80859375,1.4052165746688843
wgan,13,350.5196533203125,1.4027143716812134
wgan,14,343.6866760253906,1.3591378927230835
wgan,15,239.92503356933594,1.5750223398208618
wgan,16,303.3472900390625,1.3862167596817017
wgan,17,345.17718505859375,1.3170162439346313
wgan,18,229.98651123046875,1.5638537406921387
wgan,19,240.5872039794922,1.5574287176132202
wgan,20,245.0791473388672,1.5401700735092163
wgan,21,285.99078369140625,1.3286899328231812
wgan,22,358.13885498046875,1.3599656820297241
wgan,23,253.6565399169922,1.4553626775741577
wgan,24,322.95269775390625,1.4207534790039062
wgan,25,230.0752716064453,1.5796762704849243
wgan,26,249.13375854492188,1.55925714969635
wgan,27,285.5345153808594,1.36202871799469
wgan,28,254.90821838378906,1.5466409921646118
wgan,29,333.0506591796875,1.2653112411499023
wgan,30,342.7109375,1.301992654800415
wgan,31,355.65887451171875,1.322635531425476
wgan,32,324.3693542480469,1.368316888809204
wgan,33,352.5705261230469,1.3152414560317993
wgan,34,270.8419189453125,1.54568612575531
wgan,35,339.74365234375,1.353965401649475
wgan,36,266.3634033203125,1.55912446975708
wgan,37,239.14781188964844,1.5808967351913452
wgan,38,249.52894592285156,1.5329471826553345
wgan,39,292.08624267578125,1.393231987953186
wgan,40,248.30126953125,1.4374316930770874
wgan,41,224.95338439941406,1.624166488647461
wgan,42,249.70701599121094,1.659486174583435
wgan,43,352.7771911621094,1.214878797531128
wgan,44,215.28599548339844,1.5069526433944702
wgan,45,336.2607421875,1.2652051448822021
wgan,46,269.14739990234375,1.5186268091201782
wgan,47,329.82220458984375,1.3964771032333374
wgan,48,283.69146728515625,1.425034523010254
wgan,49,268.17791748046875,1.463569164276123
wgan,50,227.2821502685547,1.6037088632583618
wgan,51,363.23028564453125,1.2661241292953491
wgan,52,207.015625,1.7758318185806274
wgan,53,273.4615783691406,1.477716088294983
wgan,54,224.0144500732422,1.5910335779190063
wgan,55,316.13519287109375,1.3948501348495483
wgan,56,250.12429809570312,1.5930620431900024
wgan,57,267.20892333984375,1.4518582820892334
wgan,58,264.0846862792969,1.4010499715805054
wgan,59,241.60177612304688,1.3815057277679443
wgan,60,326.6716613769531,1.3302429914474487
wgan,61,230.3646697998047,1.625893473625183
wgan,62,322.3257141113281,1.35469651222229
wgan,63,340.6767272949219,1.3033355474472046
wgan,64,350.0137023925781,1.3123433589935303
wgan,65,334.6947021484375,1.3598514795303345
wgan,66,353.3597106933594,1.3228658437728882
wgan,67,321.53594970703125,1.400301218032837
wgan,68,269.825927734375,1.4429962635040283
wgan,69,218.07168579101562,1.539910912513733
wgan,70,335.3057556152344,1.3178596496582031
wgan,71,370.57403564453125,1.2494302988052368
wgan,72,212.59219360351562,1.6582874059677124
wgan,73,288.68084716796875,1.4641798734664917
wgan,74,281.6767883300781,1.3926500082015991
wgan,75,305.9211120605469,1.3458151817321777
wgan,76,216.58827209472656,1.5039000511169434
wgan,77,194.6634979248047,1.6746559143066406
wgan,78,340.02557373046875,1.2799829244613647
wgan,79,260.32171630859375,1.5607372522354126
wgan,80,262.3388671875,1.7006362676620483
wgan,81,252.65625,1.5129709243774414
wgan,82,325.9279479980469,1.4285272359848022
wgan,83,233.84542846679688,1.5184811353683472
wgan,84,231.00210571289062,1.7869385480880737
wgan,85,311.61407470703125,1.3847233057022095
wgan,86,246.94329833984375,1.5388250350952148
wgan,87,305.8702087402344,1.407241940498352
wgan,88,318.20721435546875,1.415554404258728
wgan,89,345.19903564453125,1.2631596326828003
wgan,90,254.22349548339844,1.477196455001831
wgan,91,357.645263671875,1.3656724691390991
wgan,92,242.42601013183594,1.4853626489639282
wgan,93,329.54754638671875,1.3484840393066406
wgan,94,281.61566162109375,1.4744166135787964
wgan,95,258.1591491699219,1.5411375761032104
wgan,96,246.24708557128906,1.58925461769104
wgan,97,341.03668212890625,1.3480979204177856
wgan,98,262.8609924316406,1.6192539930343628
wgan,99,320.4775390625,1.4161615371704102
